instant,dteday,season,yr,holiday,weekday,workingday,weathersit,casual,registered,cnt,time
363,2011-01-16,spring,2011,not holiday,0,weekday,good,22,69,91,Afternoon
364,2011-01-16,spring,2011,not holiday,0,weekday,good,35,78,113,Afternoon
365,2011-01-16,spring,2011,not holiday,0,weekday,good,22,77,99,Afternoon
366,2011-01-16,spring,2011,not holiday,0,weekday,good,23,82,105,Evening
367,2011-01-16,spring,2011,not holiday,0,weekday,good,11,56,67,Evening
368,2011-01-16,spring,2011,not holiday,0,weekday,good,14,47,61,Evening
369,2011-01-16,spring,2011,not holiday,0,weekday,good,7,50,57,Evening
370,2011-01-16,spring,2011,not holiday,0,weekday,good,6,22,28,night
371,2011-01-16,spring,2011,not holiday,0,weekday,moderate,2,19,21,night
372,2011-01-16,spring,2011,not holiday,0,weekday,moderate,0,18,18,night
373,2011-01-17,spring,2011,holiday,1,weekday,moderate,1,16,17,night
374,2011-01-17,spring,2011,holiday,1,weekday,moderate,1,15,16,night
375,2011-01-17,spring,2011,holiday,1,weekday,moderate,0,8,8,night
376,2011-01-17,spring,2011,holiday,1,weekday,moderate,0,2,2,night
377,2011-01-17,spring,2011,holiday,1,weekday,moderate,1,2,3,night
378,2011-01-17,spring,2011,holiday,1,weekday,moderate,0,1,1,Morning
379,2011-01-17,spring,2011,holiday,1,weekday,moderate,0,5,5,Morning
380,2011-01-17,spring,2011,holiday,1,weekday,moderate,4,9,13,Morning
381,2011-01-17,spring,2011,holiday,1,weekday,moderate,3,30,33,Morning
382,2011-01-17,spring,2011,holiday,1,weekday,moderate,8,39,47,Morning
383,2011-01-17,spring,2011,holiday,1,weekday,moderate,7,50,57,Morning
384,2011-01-17,spring,2011,holiday,1,weekday,moderate,9,55,64,Morning
385,2011-01-17,spring,2011,holiday,1,weekday,moderate,10,70,80,Afternoon
386,2011-01-17,spring,2011,holiday,1,weekday,moderate,13,80,93,Afternoon
387,2011-01-17,spring,2011,holiday,1,weekday,moderate,12,74,86,Afternoon
388,2011-01-17,spring,2011,holiday,1,weekday,moderate,21,72,93,Afternoon
389,2011-01-17,spring,2011,holiday,1,weekday,moderate,6,76,82,Afternoon
390,2011-01-17,spring,2011,holiday,1,weekday,good,4,67,71,Evening
391,2011-01-17,spring,2011,holiday,1,weekday,moderate,7,85,92,Evening
392,2011-01-17,spring,2011,holiday,1,weekday,bad,2,58,60,Evening
393,2011-01-17,spring,2011,holiday,1,weekday,bad,4,29,33,Evening
394,2011-01-17,spring,2011,holiday,1,weekday,bad,3,24,27,night
395,2011-01-17,spring,2011,holiday,1,weekday,bad,0,13,13,night
396,2011-01-17,spring,2011,holiday,1,weekday,bad,1,3,4,night
397,2011-01-18,spring,2011,not holiday,2,weekend,moderate,0,3,3,Afternoon
398,2011-01-18,spring,2011,not holiday,2,weekend,moderate,0,22,22,Afternoon
399,2011-01-18,spring,2011,not holiday,2,weekend,moderate,2,26,28,Afternoon
400,2011-01-18,spring,2011,not holiday,2,weekend,moderate,3,32,35,Afternoon
401,2011-01-18,spring,2011,not holiday,2,weekend,moderate,0,61,61,Afternoon
402,2011-01-18,spring,2011,not holiday,2,weekend,moderate,1,124,125,Evening
403,2011-01-18,spring,2011,not holiday,2,weekend,moderate,1,132,133,Evening
404,2011-01-18,spring,2011,not holiday,2,weekend,moderate,1,98,99,Evening
405,2011-01-18,spring,2011,not holiday,2,weekend,moderate,0,83,83,Evening
406,2011-01-18,spring,2011,not holiday,2,weekend,moderate,0,41,41,night
407,2011-01-18,spring,2011,not holiday,2,weekend,moderate,0,33,33,night
408,2011-01-18,spring,2011,not holiday,2,weekend,moderate,1,19,20,night
409,2011-01-19,spring,2011,not holiday,3,weekend,moderate,0,3,3,night
410,2011-01-19,spring,2011,not holiday,3,weekend,bad,1,6,7,night
411,2011-01-19,spring,2011,not holiday,3,weekend,bad,0,3,3,night
412,2011-01-19,spring,2011,not holiday,3,weekend,bad,1,1,2,night
413,2011-01-19,spring,2011,not holiday,3,weekend,moderate,0,7,7,Morning
414,2011-01-19,spring,2011,not holiday,3,weekend,moderate,0,32,32,Morning
415,2011-01-19,spring,2011,not holiday,3,weekend,moderate,1,89,90,Morning
416,2011-01-19,spring,2011,not holiday,3,weekend,moderate,1,196,197,Morning
417,2011-01-19,spring,2011,not holiday,3,weekend,moderate,2,107,109,Morning
418,2011-01-19,spring,2011,not holiday,3,weekend,moderate,1,46,47,Morning
419,2011-01-19,spring,2011,not holiday,3,weekend,moderate,5,47,52,Morning
420,2011-01-19,spring,2011,not holiday,3,weekend,moderate,5,65,70,Afternoon
421,2011-01-19,spring,2011,not holiday,3,weekend,good,11,67,78,Afternoon
422,2011-01-19,spring,2011,not holiday,3,weekend,good,7,68,75,Afternoon
423,2011-01-19,spring,2011,not holiday,3,weekend,good,4,78,82,Afternoon
424,2011-01-19,spring,2011,not holiday,3,weekend,good,10,94,104,Afternoon
425,2011-01-19,spring,2011,not holiday,3,weekend,good,7,190,197,Evening
426,2011-01-19,spring,2011,not holiday,3,weekend,good,5,156,161,Evening
427,2011-01-19,spring,2011,not holiday,3,weekend,good,4,108,112,Evening
428,2011-01-19,spring,2011,not holiday,3,weekend,good,2,74,76,Evening
429,2011-01-19,spring,2011,not holiday,3,weekend,good,4,55,59,night
430,2011-01-19,spring,2011,not holiday,3,weekend,good,6,53,59,night
431,2011-01-19,spring,2011,not holiday,3,weekend,good,1,27,28,night
432,2011-01-20,spring,2011,not holiday,4,weekend,good,5,8,13,night
433,2011-01-20,spring,2011,not holiday,4,weekend,good,2,3,5,night
434,2011-01-20,spring,2011,not holiday,4,weekend,good,0,2,2,night
435,2011-01-20,spring,2011,not holiday,4,weekend,good,0,1,1,night
436,2011-01-20,spring,2011,not holiday,4,weekend,good,0,1,1,night
437,2011-01-20,spring,2011,not holiday,4,weekend,good,0,6,6,Morning
438,2011-01-20,spring,2011,not holiday,4,weekend,good,0,35,35,Morning
439,2011-01-20,spring,2011,not holiday,4,weekend,good,1,100,101,Morning
440,2011-01-20,spring,2011,not holiday,4,weekend,good,2,247,249,Morning
441,2011-01-20,spring,2011,not holiday,4,weekend,moderate,3,140,143,Morning
442,2011-01-20,spring,2011,not holiday,4,weekend,good,1,56,57,Morning
443,2011-01-20,spring,2011,not holiday,4,weekend,moderate,5,63,68,Morning
444,2011-01-20,spring,2011,not holiday,4,weekend,moderate,7,77,84,Afternoon
445,2011-01-20,spring,2011,not holiday,4,weekend,moderate,12,86,98,Afternoon
446,2011-01-20,spring,2011,not holiday,4,weekend,moderate,6,75,81,Afternoon
447,2011-01-20,spring,2011,not holiday,4,weekend,moderate,8,62,70,Afternoon
448,2011-01-20,spring,2011,not holiday,4,weekend,moderate,8,83,91,Afternoon
449,2011-01-20,spring,2011,not holiday,4,weekend,moderate,8,207,215,Evening
450,2011-01-20,spring,2011,not holiday,4,weekend,moderate,1,184,185,Evening
451,2011-01-20,spring,2011,not holiday,4,weekend,good,6,146,152,Evening
452,2011-01-20,spring,2011,not holiday,4,weekend,moderate,2,124,126,Evening
453,2011-01-20,spring,2011,not holiday,4,weekend,moderate,3,54,57,night
454,2011-01-20,spring,2011,not holiday,4,weekend,moderate,0,56,56,night
455,2011-01-20,spring,2011,not holiday,4,weekend,moderate,3,28,31,night
456,2011-01-21,spring,2011,not holiday,5,weekend,moderate,1,20,21,night
457,2011-01-21,spring,2011,not holiday,5,weekend,moderate,0,6,6,night
458,2011-01-21,spring,2011,not holiday,5,weekend,bad,0,2,2,night
459,2011-01-21,spring,2011,not holiday,5,weekend,bad,0,1,1,night
460,2011-01-21,spring,2011,not holiday,5,weekend,moderate,0,1,1,night
461,2011-01-21,spring,2011,not holiday,5,weekend,good,1,4,5,Morning
462,2011-01-21,spring,2011,not holiday,5,weekend,good,0,27,27,Morning
463,2011-01-21,spring,2011,not holiday,5,weekend,good,2,66,68,Morning
464,2011-01-21,spring,2011,not holiday,5,weekend,good,7,210,217,Morning
465,2011-01-21,spring,2011,not holiday,5,weekend,good,7,159,166,Morning
466,2011-01-21,spring,2011,not holiday,5,weekend,good,6,57,63,Morning
467,2011-01-21,spring,2011,not holiday,5,weekend,good,6,53,59,Morning
468,2011-01-21,spring,2011,not holiday,5,weekend,good,11,67,78,Afternoon
469,2011-01-21,spring,2011,not holiday,5,weekend,good,8,65,73,Afternoon
470,2011-01-21,spring,2011,not holiday,5,weekend,good,6,56,62,Afternoon
471,2011-01-21,spring,2011,not holiday,5,weekend,good,4,61,65,Afternoon
472,2011-01-21,spring,2011,not holiday,5,weekend,good,0,97,97,Afternoon
473,2011-01-21,spring,2011,not holiday,5,weekend,good,10,151,161,Evening
474,2011-01-21,spring,2011,not holiday,5,weekend,good,1,119,120,Evening
475,2011-01-21,spring,2011,not holiday,5,weekend,good,3,93,96,Evening
476,2011-01-21,spring,2011,not holiday,5,weekend,good,1,52,53,Evening
477,2011-01-21,spring,2011,not holiday,5,weekend,good,0,41,41,night
478,2011-01-21,spring,2011,not holiday,5,weekend,good,1,33,34,night
479,2011-01-21,spring,2011,not holiday,5,weekend,good,0,27,27,night
480,2011-01-22,spring,2011,not holiday,6,weekday,good,0,13,13,night
481,2011-01-22,spring,2011,not holiday,6,weekday,moderate,3,9,12,night
482,2011-01-22,spring,2011,not holiday,6,weekday,moderate,0,11,11,night
483,2011-01-22,spring,2011,not holiday,6,weekday,moderate,1,6,7,night
484,2011-01-22,spring,2011,not holiday,6,weekday,moderate,0,3,3,night
485,2011-01-22,spring,2011,not holiday,6,weekday,moderate,0,2,2,Morning
486,2011-01-22,spring,2011,not holiday,6,weekday,good,0,8,8,Morning
487,2011-01-22,spring,2011,not holiday,6,weekday,good,1,26,27,Morning
488,2011-01-22,spring,2011,not holiday,6,weekday,good,3,37,40,Morning
489,2011-01-22,spring,2011,not holiday,6,weekday,moderate,3,50,53,Morning
490,2011-01-22,spring,2011,not holiday,6,weekday,moderate,4,59,63,Morning
491,2011-01-22,spring,2011,not holiday,6,weekday,moderate,10,60,70,Afternoon
492,2011-01-22,spring,2011,not holiday,6,weekday,good,12,72,84,Afternoon
493,2011-01-22,spring,2011,not holiday,6,weekday,good,11,64,75,Afternoon
494,2011-01-22,spring,2011,not holiday,6,weekday,good,10,93,103,Afternoon
495,2011-01-22,spring,2011,not holiday,6,weekday,good,11,72,83,Afternoon
496,2011-01-22,spring,2011,not holiday,6,weekday,good,8,59,67,Evening
497,2011-01-22,spring,2011,not holiday,6,weekday,good,0,54,54,Evening
498,2011-01-22,spring,2011,not holiday,6,weekday,good,6,53,59,Evening
499,2011-01-22,spring,2011,not holiday,6,weekday,good,1,44,45,Evening
500,2011-01-22,spring,2011,not holiday,6,weekday,good,0,39,39,night
501,2011-01-22,spring,2011,not holiday,6,weekday,good,7,23,30,night
502,2011-01-22,spring,2011,not holiday,6,weekday,good,2,31,33,night
503,2011-01-23,spring,2011,not holiday,0,weekday,good,2,20,22,night
504,2011-01-23,spring,2011,not holiday,0,weekday,good,1,12,13,night
505,2011-01-23,spring,2011,not holiday,0,weekday,good,3,15,18,night
506,2011-01-23,spring,2011,not holiday,0,weekday,good,1,4,5,night
507,2011-01-23,spring,2011,not holiday,0,weekday,moderate,0,3,3,Morning
508,2011-01-23,spring,2011,not holiday,0,weekday,moderate,0,1,1,Morning
509,2011-01-23,spring,2011,not holiday,0,weekday,good,1,1,2,Morning
510,2011-01-23,spring,2011,not holiday,0,weekday,good,2,17,19,Morning
511,2011-01-23,spring,2011,not holiday,0,weekday,good,3,25,28,Morning
512,2011-01-23,spring,2011,not holiday,0,weekday,good,7,51,58,Morning
513,2011-01-23,spring,2011,not holiday,0,weekday,good,22,77,99,Morning
514,2011-01-23,spring,2011,not holiday,0,weekday,good,24,92,116,Afternoon
515,2011-01-23,spring,2011,not holiday,0,weekday,good,12,75,87,Afternoon
516,2011-01-23,spring,2011,not holiday,0,weekday,good,17,93,110,Afternoon
517,2011-01-23,spring,2011,not holiday,0,weekday,good,13,64,77,Afternoon
518,2011-01-23,spring,2011,not holiday,0,weekday,good,9,56,65,Afternoon
519,2011-01-23,spring,2011,not holiday,0,weekday,good,5,50,55,Evening
520,2011-01-23,spring,2011,not holiday,0,weekday,good,5,44,49,Evening
521,2011-01-23,spring,2011,not holiday,0,weekday,good,5,45,50,Evening
522,2011-01-23,spring,2011,not holiday,0,weekday,good,4,31,35,Evening
523,2011-01-23,spring,2011,not holiday,0,weekday,good,5,20,25,night
524,2011-01-23,spring,2011,not holiday,0,weekday,good,5,23,28,night
525,2011-01-23,spring,2011,not holiday,0,weekday,good,4,17,21,night
526,2011-01-24,spring,2011,not holiday,1,weekend,good,0,7,7,night
527,2011-01-24,spring,2011,not holiday,1,weekend,good,0,1,1,night
528,2011-01-24,spring,2011,not holiday,1,weekend,good,0,1,1,night
529,2011-01-24,spring,2011,not holiday,1,weekend,good,0,1,1,night
530,2011-01-24,spring,2011,not holiday,1,weekend,good,0,5,5,Morning
531,2011-01-24,spring,2011,not holiday,1,weekend,good,0,15,15,Morning
532,2011-01-24,spring,2011,not holiday,1,weekend,good,5,79,84,Morning
533,2011-01-24,spring,2011,not holiday,1,weekend,good,6,171,177,Morning
534,2011-01-24,spring,2011,not holiday,1,weekend,good,4,98,102,Morning
535,2011-01-24,spring,2011,not holiday,1,weekend,good,6,34,40,Morning
536,2011-01-24,spring,2011,not holiday,1,weekend,good,3,43,46,Morning
537,2011-01-24,spring,2011,not holiday,1,weekend,moderate,11,52,63,Afternoon
538,2011-01-24,spring,2011,not holiday,1,weekend,moderate,6,54,60,Afternoon
539,2011-01-24,spring,2011,not holiday,1,weekend,moderate,2,43,45,Afternoon
540,2011-01-24,spring,2011,not holiday,1,weekend,good,7,50,57,Afternoon
541,2011-01-24,spring,2011,not holiday,1,weekend,good,4,66,70,Afternoon
542,2011-01-24,spring,2011,not holiday,1,weekend,good,6,178,184,Evening
543,2011-01-24,spring,2011,not holiday,1,weekend,good,8,145,153,Evening
544,2011-01-24,spring,2011,not holiday,1,weekend,good,5,101,106,Evening
545,2011-01-24,spring,2011,not holiday,1,weekend,good,1,80,81,Evening
546,2011-01-24,spring,2011,not holiday,1,weekend,good,6,53,59,night
547,2011-01-24,spring,2011,not holiday,1,weekend,moderate,3,32,35,night
548,2011-01-24,spring,2011,not holiday,1,weekend,moderate,3,21,24,night
549,2011-01-25,spring,2011,not holiday,2,weekend,moderate,3,6,9,night
550,2011-01-25,spring,2011,not holiday,2,weekend,moderate,0,5,5,night
551,2011-01-25,spring,2011,not holiday,2,weekend,good,0,2,2,night
552,2011-01-25,spring,2011,not holiday,2,weekend,good,0,1,1,night
553,2011-01-25,spring,2011,not holiday,2,weekend,good,0,9,9,Morning
554,2011-01-25,spring,2011,not holiday,2,weekend,good,1,35,36,Morning
555,2011-01-25,spring,2011,not holiday,2,weekend,good,5,103,108,Morning
556,2011-01-25,spring,2011,not holiday,2,weekend,moderate,5,233,238,Morning
557,2011-01-25,spring,2011,not holiday,2,weekend,moderate,10,134,144,Morning
558,2011-01-25,spring,2011,not holiday,2,weekend,moderate,6,49,55,Morning
559,2011-01-25,spring,2011,not holiday,2,weekend,moderate,6,55,61,Morning
560,2011-01-25,spring,2011,not holiday,2,weekend,moderate,21,85,106,Afternoon
561,2011-01-25,spring,2011,not holiday,2,weekend,moderate,21,72,93,Afternoon
562,2011-01-25,spring,2011,not holiday,2,weekend,moderate,11,57,68,Afternoon
563,2011-01-25,spring,2011,not holiday,2,weekend,moderate,21,63,84,Afternoon
564,2011-01-25,spring,2011,not holiday,2,weekend,moderate,14,102,116,Afternoon
565,2011-01-25,spring,2011,not holiday,2,weekend,good,14,208,222,Evening
566,2011-01-25,spring,2011,not holiday,2,weekend,moderate,7,218,225,Evening
567,2011-01-25,spring,2011,not holiday,2,weekend,moderate,13,133,146,Evening
568,2011-01-25,spring,2011,not holiday,2,weekend,good,16,103,119,Evening
569,2011-01-25,spring,2011,not holiday,2,weekend,good,5,40,45,night
570,2011-01-25,spring,2011,not holiday,2,weekend,good,4,49,53,night
571,2011-01-25,spring,2011,not holiday,2,weekend,moderate,3,37,40,night
572,2011-01-26,spring,2011,not holiday,3,weekend,moderate,3,14,17,night
573,2011-01-26,spring,2011,not holiday,3,weekend,moderate,0,5,5,night
574,2011-01-26,spring,2011,not holiday,3,weekend,bad,3,7,10,night
575,2011-01-26,spring,2011,not holiday,3,weekend,bad,0,1,1,Morning
576,2011-01-26,spring,2011,not holiday,3,weekend,bad,0,8,8,Morning
577,2011-01-26,spring,2011,not holiday,3,weekend,bad,1,29,30,Morning
578,2011-01-26,spring,2011,not holiday,3,weekend,bad,3,69,72,Morning
579,2011-01-26,spring,2011,not holiday,3,weekend,bad,3,55,58,Morning
580,2011-01-26,spring,2011,not holiday,3,weekend,bad,2,26,28,Morning
581,2011-01-26,spring,2011,not holiday,3,weekend,bad,6,35,41,Morning
582,2011-01-26,spring,2011,not holiday,3,weekend,bad,7,41,48,Afternoon
583,2011-01-26,spring,2011,not holiday,3,weekend,bad,4,43,47,Afternoon
584,2011-01-26,spring,2011,not holiday,3,weekend,bad,0,36,36,Afternoon
585,2011-01-26,spring,2011,not holiday,3,weekend,bad,1,42,43,Afternoon
586,2011-01-26,spring,2011,not holiday,3,weekend,disaster,1,35,36,Afternoon
587,2011-01-26,spring,2011,not holiday,3,weekend,bad,0,26,26,Evening
588,2011-01-27,spring,2011,not holiday,4,weekend,good,1,23,24,Afternoon
589,2011-01-27,spring,2011,not holiday,4,weekend,good,2,82,84,Evening
590,2011-01-27,spring,2011,not holiday,4,weekend,good,3,101,104,Evening
591,2011-01-27,spring,2011,not holiday,4,weekend,good,3,76,79,Evening
592,2011-01-27,spring,2011,not holiday,4,weekend,good,4,55,59,Evening
593,2011-01-27,spring,2011,not holiday,4,weekend,good,2,36,38,night
594,2011-01-27,spring,2011,not holiday,4,weekend,good,0,27,27,night
595,2011-01-27,spring,2011,not holiday,4,weekend,good,0,16,16,night
596,2011-01-28,spring,2011,not holiday,5,weekend,moderate,0,9,9,night
597,2011-01-28,spring,2011,not holiday,5,weekend,moderate,1,2,3,night
598,2011-01-28,spring,2011,not holiday,5,weekend,moderate,0,2,2,night
599,2011-01-28,spring,2011,not holiday,5,weekend,moderate,1,0,1,night
600,2011-01-28,spring,2011,not holiday,5,weekend,moderate,0,4,4,Morning
601,2011-01-28,spring,2011,not holiday,5,weekend,moderate,0,16,16,Morning
602,2011-01-28,spring,2011,not holiday,5,weekend,moderate,2,58,60,Morning
603,2011-01-28,spring,2011,not holiday,5,weekend,moderate,2,155,157,Morning
604,2011-01-28,spring,2011,not holiday,5,weekend,bad,6,95,101,Morning
605,2011-01-28,spring,2011,not holiday,5,weekend,bad,0,49,49,Morning
606,2011-01-28,spring,2011,not holiday,5,weekend,bad,0,30,30,Morning
607,2011-01-28,spring,2011,not holiday,5,weekend,bad,1,28,29,Afternoon
608,2011-01-28,spring,2011,not holiday,5,weekend,bad,0,31,31,Afternoon
609,2011-01-28,spring,2011,not holiday,5,weekend,bad,2,36,38,Afternoon
610,2011-01-28,spring,2011,not holiday,5,weekend,moderate,1,40,41,Afternoon
611,2011-01-28,spring,2011,not holiday,5,weekend,good,10,70,80,Afternoon
612,2011-01-28,spring,2011,not holiday,5,weekend,good,2,147,149,Evening
613,2011-01-28,spring,2011,not holiday,5,weekend,good,2,107,109,Evening
614,2011-01-28,spring,2011,not holiday,5,weekend,moderate,5,84,89,Evening
615,2011-01-28,spring,2011,not holiday,5,weekend,moderate,1,61,62,Evening
616,2011-01-28,spring,2011,not holiday,5,weekend,moderate,1,57,58,night
617,2011-01-28,spring,2011,not holiday,5,weekend,good,0,26,26,night
618,2011-01-28,spring,2011,not holiday,5,weekend,good,1,22,23,night
619,2011-01-29,spring,2011,not holiday,6,weekday,good,2,26,28,night
620,2011-01-29,spring,2011,not holiday,6,weekday,good,0,20,20,night
621,2011-01-29,spring,2011,not holiday,6,weekday,good,0,15,15,night
622,2011-01-29,spring,2011,not holiday,6,weekday,good,3,5,8,night
623,2011-01-29,spring,2011,not holiday,6,weekday,good,1,2,3,night
624,2011-01-29,spring,2011,not holiday,6,weekday,good,0,2,2,Morning
625,2011-01-29,spring,2011,not holiday,6,weekday,good,1,4,5,Morning
626,2011-01-29,spring,2011,not holiday,6,weekday,good,3,31,34,Morning
627,2011-01-29,spring,2011,not holiday,6,weekday,good,0,34,34,Morning
628,2011-01-29,spring,2011,not holiday,6,weekday,moderate,4,51,55,Morning
629,2011-01-29,spring,2011,not holiday,6,weekday,moderate,4,60,64,Morning
630,2011-01-29,spring,2011,not holiday,6,weekday,moderate,12,66,78,Afternoon
631,2011-01-29,spring,2011,not holiday,6,weekday,moderate,9,56,65,Afternoon
632,2011-01-29,spring,2011,not holiday,6,weekday,moderate,10,89,99,Afternoon
633,2011-01-29,spring,2011,not holiday,6,weekday,good,22,98,120,Afternoon
634,2011-01-29,spring,2011,not holiday,6,weekday,good,19,88,107,Afternoon
635,2011-01-29,spring,2011,not holiday,6,weekday,good,9,82,91,Evening
636,2011-01-29,spring,2011,not holiday,6,weekday,good,9,59,68,Evening
